ID,Available,Остаток,Ссылка,Фото,Цена,Валюта,Категория,Название,Описание,Код произв.,Бар-код,Страна,Бренд,Параметры,Актуальность,ID в табл. Товаров
78f46469-cb2b-11ea-827f-9c8e9954480c,true,136,http://mb-catalog.ru/cat/312/item/24644/, http://export.mb-catalog.ru/ftp/78f46469-cb2b-11ea-827f-9c8e9954480c.jpg http://export.mb-catalog.ru/ftp/78f46469-cb2b-11ea-827f-9c8e9954480c_000122563.jpg http://export.mb-catalog.ru/ftp/78f46469-cb2b-11ea-827f-9c8e9954480c_000122564.jpg,507,RUB,7f177207-9cd4-11dc-312-0011d883c7e5,110-302 Прямоугольное блюдо 33см СТЁЖКА в под.уп. (х12) ,"Блюдо сервировочное, великолепная и изящная модель, которая станет превосходным дополнением, как для вашего повседневного стола, так и праздничной сервировки. Сервировка стола с использованием такой посуды становиться более приятным и легким процессом и ее легко мыть. ",110N302 ,6987436110302,КИТАЙ,MayerBoch,"Блюдо сервировочное  (х12).
Материал: керамика.
Цвет: белый.
Размер-: 33 х 18 .
Размер упаковки: 37 х 21 х 7,5 см.
Упаковка: коробка.
Вес: 0,950 кг.
Страна производитель: Китай.",true,
5952972e-cb1b-11ea-827f-9c8e9954480c,true,42,http://mb-catalog.ru/cat/312/item/24645/, http://export.mb-catalog.ru/ftp/5952972e-cb1b-11ea-827f-9c8e9954480c.jpg http://export.mb-catalog.ru/ftp/5952972e-cb1b-11ea-827f-9c8e9954480c_000122531.jpg http://export.mb-catalog.ru/ftp/5952972e-cb1b-11ea-827f-9c8e9954480c_000122532.jpg,858,RUB,7f177207-9cd4-11dc-312-0011d883c7e5,110-130 Фруктовница на ножке 28см.СЕВЕРНОЕ СИЯНИЕ под.уп(х6) ,"Фруктовница на ножке выполнена из белой керамики и украшена оригинальным резным ажурным узором в Восточном стиле. Стильная форма и интересное исполнение идеально впишутся в любой кухонный интерьер, а классический белый цвет и изящный дизайн украсит праздничную сервировку стола к любому торжеству. Фруктовница предназначена для сервировки стола. Такая фруктовница также станет замечательным подарком к празднику. ",110N130,6987431110130,КИТАЙ,MayerBoch,"Конфетница на ножке (х6).
Форма: круглая.
Материал: керамика.
Цвет: белый.
Декор: ажурный узор.
Диаметр: 28 см.
Высота: 10,5 см. 
Размер упаковки: 31 х 31 х 11 см.
Упаковка: коробка.
Вес: 1000 гр.
Страна производитель: Китай.
",true,
78f46499-cb2b-11ea-827f-9c8e9954480c,true,17,http://mb-catalog.ru/cat/337/item/24646/, http://export.mb-catalog.ru/ftp/78f46499-cb2b-11ea-827f-9c8e9954480c.jpg http://export.mb-catalog.ru/ftp/78f46499-cb2b-11ea-827f-9c8e9954480c_000114255.jpg http://export.mb-catalog.ru/ftp/78f46499-cb2b-11ea-827f-9c8e9954480c_000114256.jpg,6240,RUB,7f177207-9cd4-11dc-337-0011d883c7e5,116-147 Обеденный сервиз 52пр. в под.уп.(х1) ,"Набор посуды выполнен из стеклокерамики (опалового стекла). Данный набор предназначен для сервировки обеденного стола на 6 персон. Классический дизайн сочетается в нем с максимальной функциональностью. Такой набор послужит отличным подарком к любому празднику, а также добавит элегантности и уюта любому праздничному столу! Подходит для мытья в посудомоечной машине.",116N147 ,6987433116147,КИТАЙ,MayerBoch,"Набор посуды 52 пр (х1).
Материал: стеклокерамика. 
1шт- тарелка 35,5см.
2шт- тарелки 30,5см.
1шт- тарелка глубокая d=26,5см.
6шт-  глубоких  d=18,5см.
6шт-  глубоких d=16см.
6шт-  глубоких d=13см.
6шт- тарелок 25,5 см.
6шт- тарелок 20 см.
12шт- чайные пары (чашка + блюдце).
6шт- ложки десертные.
Вес:15 кг.
Размер упаковки: 52 х 30 х 29 см.
Страна производитель: Китай.",true,
5952971c-cb1b-11ea-827f-9c8e9954480c,true,37,http://mb-catalog.ru/cat/312/item/24647/, http://export.mb-catalog.ru/ftp/5952971c-cb1b-11ea-827f-9c8e9954480c.jpg http://export.mb-catalog.ru/ftp/5952971c-cb1b-11ea-827f-9c8e9954480c_000122519.jpg http://export.mb-catalog.ru/ftp/5952971c-cb1b-11ea-827f-9c8e9954480c_000122520.jpg,717.6,RUB,7f177207-9cd4-11dc-312-0011d883c7e5,110-097 Блюдо 41см СЕВЕРНОЕ СИЯНИЕ под.уп(х8) ,"Блюдо сервировочное, великолепная и изящная модель, которая станет превосходным дополнением, как для вашего повседневного стола, так и праздничной сервировки. Сервировка стола с использованием такой посуды становиться более приятным и легким процессом и ее легко мыть. ",110N097,4690203339456,КИТАЙ,MayerBoch,"Блюдо сервировочное  (х8).
Материал: керамика.
Цвет: белый.
Размер-: 41 х 23 .
Размер упаковки: 39 х 26х 9 см.
Упаковка: коробка.
Вес: 1,150 кг.
Страна производитель: Китай.",true,
59529722-cb1b-11ea-827f-9c8e9954480c,true,102,http://mb-catalog.ru/cat/312/item/24648/, http://export.mb-catalog.ru/ftp/59529722-cb1b-11ea-827f-9c8e9954480c.jpg http://export.mb-catalog.ru/ftp/59529722-cb1b-11ea-827f-9c8e9954480c_000122523.jpg http://export.mb-catalog.ru/ftp/59529722-cb1b-11ea-827f-9c8e9954480c_000122524.jpg,241.8,RUB,7f177207-9cd4-11dc-312-0011d883c7e5,110-108 Креманка 10см.в под.уп.СЕВЕРНОЕ СИЯНИЕ(х24) ,"Креманка изготовлена из керамики высокого качества.  Креманка предназначена  для сервировки десертов и мороженого. Такая креманка украсит любой праздничный стол, а также может стать отличным подарком к празднику. ",110N108 ,6987432110108,КИТАЙ,MayerBoch,"Креманка (х24).
Материал: керамика.
Цвет: белый.
Размер упаковки: 13 х 13 х 15,5 см.
Вес: 300 г.
Страна производитель: Китай.",true,
59529749-cb1b-11ea-827f-9c8e9954480c,true,392,http://mb-catalog.ru/cat/312/item/24650/, http://export.mb-catalog.ru/ftp/59529749-cb1b-11ea-827f-9c8e9954480c.jpg http://export.mb-catalog.ru/ftp/59529749-cb1b-11ea-827f-9c8e9954480c_000122550.jpg http://export.mb-catalog.ru/ftp/59529749-cb1b-11ea-827f-9c8e9954480c_000122551.jpg,304.2,RUB,7f177207-9cd4-11dc-312-0011d883c7e5,110-236 Баночка для мёда 9см БАНТИК с зол. в под.уп.(х48) ,Сахарница изготовлена из фарфора высокого качества. Сахарница закрывается удобной крышкой. Такая сахарница понравится любителям оригинального дизайна и станет неотъемлемым атрибутом чаепития. Предметы набора можно мыть в посудомоечной машине. Не применять абразивные моющие средства.,110N236,6987434110236,КИТАЙ,MayerBoch,"Сахарница LR (х48).
Материал: керамика.
Цвет: белый.
Размер упаковки: 14,5 х 13 х 11 см.
Вес: 265 г.
Страна производитель: Китай.",true,
78f46481-cb2b-11ea-827f-9c8e9954480c,true,257,http://mb-catalog.ru/cat/312/item/24652/, http://export.mb-catalog.ru/ftp/78f46481-cb2b-11ea-827f-9c8e9954480c.jpg http://export.mb-catalog.ru/ftp/78f46481-cb2b-11ea-827f-9c8e9954480c_000122585.jpg http://export.mb-catalog.ru/ftp/78f46481-cb2b-11ea-827f-9c8e9954480c_000122586.jpg http://export.mb-catalog.ru/ftp/78f46481-cb2b-11ea-827f-9c8e9954480c_000122587.jpg,897,RUB,7f177207-9cd4-11dc-312-0011d883c7e5,110-341 Набор из 3 банок в под.уп.(х8) ,"Набор из 3 х банок для сыпучих продуктов выполнен из высококачественной керамики белого цвета с покрытой глазурью поверхностью, что препятствует образованию пятен, ограничивает впитывание влаги и запахов и продлевает срок службы изделий. Корпус банок декорирован орнаментом. Банки предназначены для хранения сахара, кофе и чая. Элегантный, оформленный в классическом английском стиле, набор банок украсит любую кухню и станет замечательным подарком на любое торжество. Изделия легко моются.",110N341,6994400024534,КИТАЙ,MayerBoch,"Набор банок МВ(х8).
Материал: керамика.
Цвет: белый.
Диаметр: 11 см.
Высота: 17 см.
Размер упаковки: 37 х 13,5 х 19,5 см.
Вес: 1,300 кг. 
Страна производитель: Китай.",true,
59529737-cb1b-11ea-827f-9c8e9954480c,true,42,http://mb-catalog.ru/cat/312/item/24655/, http://export.mb-catalog.ru/ftp/59529737-cb1b-11ea-827f-9c8e9954480c.jpg http://export.mb-catalog.ru/ftp/59529737-cb1b-11ea-827f-9c8e9954480c_000122537.jpg http://export.mb-catalog.ru/ftp/59529737-cb1b-11ea-827f-9c8e9954480c_000122538.jpg,210.6,RUB,7f177207-9cd4-11dc-312-0011d883c7e5,110-151 Сахарница АЛМАЗНАЯ ВЕТКА в под.упак (х24) ,Сахарница изготовлена из фарфора высокого качества. Сахарница закрывается удобной крышкой. Такая сахарница понравится любителям оригинального дизайна и станет неотъемлемым атрибутом чаепития. ,110N151,6987434110151,КИТАЙ,MayerBoch,"Сахарница LR (х48).
Материал: керамика.
Цвет: белый.
Размер упаковки: 14,5 х 13 х 16 см.
Вес: 300 г.
Страна производитель: Китай.",true,
883b936d-cb2b-11ea-827f-9c8e9954480c,true,22,http://mb-catalog.ru/cat/312/item/24656/, http://export.mb-catalog.ru/ftp/883b936d-cb2b-11ea-827f-9c8e9954480c.jpg http://export.mb-catalog.ru/ftp/883b936d-cb2b-11ea-827f-9c8e9954480c_000122599.jpg http://export.mb-catalog.ru/ftp/883b936d-cb2b-11ea-827f-9c8e9954480c_000122600.jpg http://export.mb-catalog.ru/ftp/883b936d-cb2b-11ea-827f-9c8e9954480c_000122601.jpg http://export.mb-catalog.ru/ftp/883b936d-cb2b-11ea-827f-9c8e9954480c_000122602.jpg,897,RUB,7f177207-9cd4-11dc-312-0011d883c7e5,"144-095 Ваза 25,5см. РОЗА в под.уп.(х12) ","Ваза для цветов, выполненная из высококачественной керамики белого цвета, станет отличным дополнением к интерьеру вашего дома . Элегантная ваза станет не просто сосудом для цветов, но и оригинальным сувениром, который радует глаз и создает настроение. Окружая себя красивыми вещами, вы создаете в своем доме атмосферу гармонии, тепла и комфорта. ",144N095,6987434144095,КИТАЙ,MayerBoch,"Ваза (х12).
Материал: керамика.
Высота: 25,5 см.
Размер упаковки: 30 х 18 х 8,5 см.
Вес: 0,740 кг.
Упаковка: подарочная коробка.
Страна производитель: Китай",true,
78f4646f-cb2b-11ea-827f-9c8e9954480c,true,372,http://mb-catalog.ru/cat/312/item/24658/, http://export.mb-catalog.ru/ftp/78f4646f-cb2b-11ea-827f-9c8e9954480c.jpg http://export.mb-catalog.ru/ftp/78f4646f-cb2b-11ea-827f-9c8e9954480c_000122567.jpg http://export.mb-catalog.ru/ftp/78f4646f-cb2b-11ea-827f-9c8e9954480c_000122568.jpg,592.8,RUB,7f177207-9cd4-11dc-312-0011d883c7e5,110-305 Овальное блюдо 28см СТЁЖКА в под.уп.(х16) ,"Блюдо сервировочное, великолепная и изящная модель, которая станет превосходным дополнением, как для вашего повседневного стола, так и праздничной сервировки. Сервировка стола с использованием такой посуды становиться более приятным и легким процессом и ее легко мыть. ",110N305 ,6987433110305,КИТАЙ,MayerBoch,"Блюдо сервировочное  (х16).
Материал: керамика.
Цвет: белый.
Размер-: 28 х 21 .
Размер упаковки: 31,5 х 24,5х 7 см.
Упаковка: коробка.
Вес: 0,800 кг.
Страна производитель: Китай.",true,
59529725-cb1b-11ea-827f-9c8e9954480c,true,231,http://mb-catalog.ru/cat/312/item/24660/, http://export.mb-catalog.ru/ftp/59529725-cb1b-11ea-827f-9c8e9954480c.jpg http://export.mb-catalog.ru/ftp/59529725-cb1b-11ea-827f-9c8e9954480c_000122525.jpg http://export.mb-catalog.ru/ftp/59529725-cb1b-11ea-827f-9c8e9954480c_000122526.jpg,343.2,RUB,7f177207-9cd4-11dc-312-0011d883c7e5,110-117 Менажница 20см.ГОЛУБЬ И ГОЛУБКА в под.уп.(х24) ,"Менажница выполнена из керамики и украшена по краю стразами. Стильная форма и интересное исполнение идеально впишутся в любой кухонный интерьер, а классический белый цвет и изящный дизайн украсит праздничную сервировку стола к любому торжеству. Такая менажница также станет замечательным подарком к празднику. ",110N117,6987430110117,КИТАЙ,MayerBoch,"Менажница  (х24).
Материал: керамика. 
Цвет: белый.
Размер упаковки: 27 х 14,5 х 10 см.
Упаковка: коробка.
Вес: 0,400 кг.
Страна производитель: Китай.",true,
59529743-cb1b-11ea-827f-9c8e9954480c,true,190,http://mb-catalog.ru/cat/312/item/24661/, http://export.mb-catalog.ru/ftp/59529743-cb1b-11ea-827f-9c8e9954480c.jpg http://export.mb-catalog.ru/ftp/59529743-cb1b-11ea-827f-9c8e9954480c_000122546.jpg http://export.mb-catalog.ru/ftp/59529743-cb1b-11ea-827f-9c8e9954480c_000122547.jpg,694.2,RUB,7f177207-9cd4-11dc-312-0011d883c7e5,110-176 Ваза 40см ДОЛИНА РОЗ в под.упак (х4) ,"Ваза для цветов, выполненная из высококачественной керамики белого цвета, станет отличным дополнением к интерьеру вашего дома. Ваза имеет оригинальную форму и украшена оригинальным рельефным узором  . Элегантная ваза станет не просто сосудом для цветов, но и оригинальным сувениром, который радует глаз и создает настроение. Окружая себя красивыми вещами, вы создаете в своем доме атмосферу гармонии, тепла и комфорта. ",110N176,6987433110176,КИТАЙ,MayerBoch,"Ваза (х4).
Материал: керамика.
Высота:40 см.
Размер упаковки: 20,5 х 20,5 х 43 см.
Вес: 1,970 кг.
Упаковка: подарочная коробка.
Страна производитель: Китай.",true,
78f4645d-cb2b-11ea-827f-9c8e9954480c,true,48,http://mb-catalog.ru/cat/312/item/24662/, http://export.mb-catalog.ru/ftp/78f4645d-cb2b-11ea-827f-9c8e9954480c.jpg http://export.mb-catalog.ru/ftp/78f4645d-cb2b-11ea-827f-9c8e9954480c_000122554.jpg http://export.mb-catalog.ru/ftp/78f4645d-cb2b-11ea-827f-9c8e9954480c_000122555.jpg,577.2,RUB,7f177207-9cd4-11dc-312-0011d883c7e5,"110-251 Конфетница на ножке 18,5см КРУЖЕВА в под.уп.(х8) ","Конфетница на ножке выполнена из белой керамики и украшена оригинальным резным ажурным узором в Восточном стиле. Стильная форма и интересное исполнение идеально впишутся в любой кухонный интерьер, а классический белый цвет и изящный дизайн украсит праздничную сервировку стола к любому торжеству. Конфетница предназначена для сервировки конфет, зефира, печенья, а также других сладостей. Такая конфетница также станет замечательным подарком к празднику. ",110N251,6987433110251,КИТАЙ,MayerBoch,"Конфетница на ножке (х8).
Форма: круглая.
Материал: керамика.
Цвет: белый.
Декор: ажурный узор.
Диаметр: 18,5 см.
Высота: 14,5 см. 
Размер упаковки: 21,5 х 18,5 х 20 см.
Упаковка: коробка.
Вес: 700 г.
Страна производитель: Китай.
",true,
78f4646c-cb2b-11ea-827f-9c8e9954480c,true,58,http://mb-catalog.ru/cat/312/item/24663/, http://export.mb-catalog.ru/ftp/78f4646c-cb2b-11ea-827f-9c8e9954480c.jpg http://export.mb-catalog.ru/ftp/78f4646c-cb2b-11ea-827f-9c8e9954480c_000122565.jpg http://export.mb-catalog.ru/ftp/78f4646c-cb2b-11ea-827f-9c8e9954480c_000122566.jpg,483.6,RUB,7f177207-9cd4-11dc-312-0011d883c7e5,110-303 Прямоугольное блюдо 26см СТЁЖКА в под.уп.(х16) ,"Блюдо сервировочное, великолепная и изящная модель, которая станет превосходным дополнением, как для вашего повседневного стола, так и праздничной сервировки. Сервировка стола с использованием такой посуды становиться более приятным и легким процессом и ее легко мыть. ",110N303,4690203339463,КИТАЙ,MayerBoch,"Блюдо сервировочное  (х16).
Материал: керамика.
Цвет: белый.
Размер-: 26 х 18 .
Размер упаковки: 30 х 21,5 х 6,5 см.
Упаковка: коробка.
Вес: 0,730 кг.
Страна производитель: Китай.",true,
